iter	RMSE
378	25.47154387
379	25.44391896
380	25.42578738
381	25.4012239
382	25.37424869
383	25.34748587
384	25.33061011
385	25.3042867
386	25.28426942
387	25.25697164
388	25.23435252
389	25.2139402
390	25.18221539
391	25.16030234
392	25.14010544
393	25.12263314
394	25.09714601
395	25.06724755
396	25.03508634
397	25.02020566
398	24.99779883
399	24.96936458
400	24.94459578
401	24.9243689
402	24.89632841
403	24.87224702
404	24.85059053
405	24.8104877
406	24.78679407
407	24.75682991
408	24.73443635
409	24.70077788
410	24.67428274
411	24.65091769
412	24.63121631
413	24.6043928
414	24.58455472
415	24.56885488
416	24.539872
417	24.52845809
418	24.51861007
419	24.49300993
420	24.46732607
421	24.43918392
422	24.4202898
423	24.38450405
424	24.35794445
425	24.3274113
426	24.29687875
427	24.28902866
428	24.25505457
429	24.22061983
430	24.19818761
431	24.18663679
432	24.16530635
433	24.14072639
434	24.11999046
435	24.08945014
436	24.05921296
437	24.03384482
438	24.01248566
439	23.99331646
440	23.97612037
441	23.95892564
442	23.93255007
443	23.91066285
444	23.89357792
445	23.8844215
446	23.85936855
447	23.82624438
448	23.80025397
449	23.78172677
450	23.75989494
451	23.74670957
452	23.72058872
453	23.69183237
454	23.67347728
455	23.64881448
456	23.62721315
457	23.6132555
458	23.60500033
459	23.58444949
460	23.56536877
461	23.53813065
462	23.52083289
463	23.50047628
464	23.47464302
465	23.45759434
466	23.42334845
467	23.40667228
468	23.39815337
469	23.37512385
470	23.34574429
471	23.32293723
472	23.30912916
473	23.28276853
474	23.26668882
475	23.2426292
476	23.22456347
477	23.21476153
478	23.19874314
479	23.175857
480	23.15465092
481	23.13582166
482	23.10727136
483	23.08431047
484	23.06689072
485	23.0299867
486	22.99723248
487	22.97362315
488	22.955999
489	22.93968021
490	22.92320909
491	22.89830815
492	22.87450507
493	22.84935249
494	22.83028805
495	22.81013915
496	22.78721204
497	22.76245471
498	22.74284853
499	22.71549863
500	22.69116647
501	22.67296691
502	22.661168
503	22.64979948
504	22.63294953
505	22.60123825
506	22.5721027
507	22.55107081
508	22.53864367
509	22.51328221
510	22.48828161
511	22.47193681
512	22.45366703
513	22.43547226
514	22.42844475
515	22.41570078
516	22.3939963
517	22.37892324
518	22.3560599
519	22.34119125
520	22.32075545
521	22.30318079
522	22.27413331
523	22.26393054
524	22.25567979
525	22.23061851
526	22.21789026
527	22.20501744
528	22.18980683
529	22.16958805
530	22.14616969
531	22.12806108
532	22.11511077
533	22.0932376
534	22.07656038
535	22.07017247
536	22.05190317
537	22.04127075
538	22.02887365
539	22.00822804
540	21.99444484
541	21.98066069
542	21.96613411
543	21.95735905
544	21.93662466
545	21.91915788
546	21.89867433
547	21.88337646
548	21.86610215
549	21.8496955
550	21.83944604
551	21.81950306
552	21.80289021
553	21.77939207
554	21.76525663
555	21.73718821
556	21.71316554
557	21.69793724
558	21.67986074
559	21.66154921
560	21.6443557
561	21.6383426
562	21.6136323
563	21.59232587
564	21.57966126
565	21.56285134
566	21.54400693
567	21.52265452
568	21.51087518
569	21.48979892
570	21.47949189
571	21.46167448
572	21.44412242
573	21.42621245
574	21.40851274
575	21.39088586
576	21.37706154
577	21.3639467
578	21.35597688
579	21.33890866
580	21.32122498
581	21.29850112
582	21.28817615
583	21.272973
584	21.24806368
585	21.22648389
586	21.20255596
587	21.18191245
588	21.16669582
589	21.14809957
590	21.13352231
591	21.12519668
592	21.1102971
593	21.10052721
594	21.08401824
595	21.06611127
596	21.05122217
597	21.03870894
598	21.0209137
599	21.00147719
600	20.98214101
601	20.96474168
602	20.94870636
603	20.93433828
604	20.92490721
605	20.91813143
606	20.89120227
607	20.88621599
608	20.87308949
609	20.85877022
610	20.84656373
611	20.8301307
612	20.80759975
613	20.79639208
614	20.78112046
615	20.75756508
616	20.74349168
617	20.72821158
618	20.70847609
619	20.69176281
620	20.67562541
621	20.66503402
622	20.65421271
623	20.64892628
624	20.63150439
625	20.61133593
626	20.59497268
627	20.58538273
628	20.57625094
629	20.56237375
630	20.54873404
631	20.53993607
632	20.52250768
633	20.50923918
634	20.50020395
635	20.47990369
636	20.47024363
637	20.46386507
638	20.45636084
639	20.43922341
640	20.41608759
641	20.39720397
642	20.37682375
643	20.36275148
644	20.35471533
645	20.34066648
646	20.32209673
647	20.30860953
648	20.29232319
649	20.28582376
650	20.26443533
651	20.25200461
652	20.24448815
653	20.23144978
654	20.21223733
655	20.19245909
656	20.17284419
657	20.15360845
658	20.13555568
659	20.11763188
660	20.1045963
661	20.08780677
662	20.07359529
663	20.05859222
664	20.04809054
665	20.04005484
666	20.02660588
667	20.01051192
668	19.99222369
669	19.97385374
670	19.95729112
671	19.94339088
672	19.92815041
673	19.91430472
674	19.90127489
675	19.89268092
676	19.87065944
677	19.8538042
678	19.83665412
679	19.82810278
680	19.8122068
681	19.79632604
682	19.78626427
683	19.77449399
684	19.75761551
685	19.74804222
686	19.73767761
687	19.71572625
688	19.70328725
689	19.69276105
690	19.67666185
691	19.65882361
692	19.6360451
693	19.62400369
694	19.60742638
695	19.58977758
696	19.57610665
697	19.56990238
698	19.55546859
699	19.5443569
700	19.53004303
701	19.51771696
702	19.50673205
703	19.49088645
704	19.47090512
705	19.45784674
706	19.45372502
707	19.44322583
708	19.41583662
709	19.40541831
710	19.39466522
711	19.3842043
712	19.37531058
713	19.35772374
714	19.34423727
715	19.33535478
716	19.3187533
717	19.29937286
718	19.27758432
719	19.26096049
720	19.24807909
721	19.23217757
722	19.22027502
723	19.20210846
724	19.19023132
725	19.17585855
726	19.16131579
727	19.15234822
728	19.1446568
729	19.1233216
730	19.11327131
731	19.10727522
732	19.09288124
733	19.07276236
734	19.06104892
735	19.04621432
736	19.03077813
737	19.0254778
738	19.00554663
739	18.99130202
740	18.97738956
741	18.96390044
742	18.95314942
743	18.93637237
744	18.92472921
745	18.91674373
746	18.90676596
747	18.89357097
748	18.87840559
749	18.86629012
750	18.84862388
751	18.84016653
752	18.82243479
753	18.81090665
754	18.80340905
755	18.79104846
756	18.77643022
757	18.76058215
758	18.74691591
759	18.73230804
760	18.71521504
761	18.70665496
762	18.69383825
763	18.68023919
764	18.66848954
765	18.65485495
766	18.63572128
767	18.62100243
768	18.60781832
769	18.58772785
770	18.56836069
771	18.55683565
772	18.53754352
773	18.51873636
774	18.51483255
775	18.4988218
776	18.48784279
777	18.47559931
778	18.46556147
779	18.45708182
780	18.44497319
781	18.43569368
782	18.42924477
783	18.41973196
784	18.40917617
785	18.39709276
786	18.38491004
787	18.37105508
788	18.36464264
789	18.34554381
790	18.3290521
791	18.3156697
792	18.30859851
793	18.2996235
794	18.28365369
795	18.27291817
796	18.26175682
797	18.24256755
798	18.23647286
799	18.21737014
800	18.21020313
801	18.19332843
802	18.18608654
803	18.17686797
804	18.15618922
805	18.14169428
806	18.12952244
807	18.12184942
808	18.11295338
809	18.10495003
810	18.08672925
811	18.07919641
812	18.07471585
813	18.06062702
814	18.05211206
815	18.04246366
816	18.03146957
817	18.0203131
818	18.00341165
819	17.98926705
820	17.98137288
821	17.97190832
822	17.96193984
823	17.94938662
824	17.93270377
825	17.910505
826	17.89604727
827	17.8912714
828	17.8791775
829	17.86959106
830	17.8514517
831	17.83782542
832	17.82797419
833	17.81623456
834	17.80425479
835	17.7874064
836	17.78154356
837	17.76106106
838	17.74767236
839	17.73709156
840	17.72937656
841	17.71367698
842	17.70307715
843	17.69556922
844	17.67730921
845	17.66463624
846	17.65543142
847	17.64506771
848	17.63065059
849	17.62180223
850	17.61579959
851	17.60661054
852	17.59023341
853	17.58161493
854	17.56854356
855	17.5564968
856	17.54143567
857	17.53067991
858	17.51753388
859	17.50834867
860	17.50056244
861	17.48575002
862	17.47809502
863	17.46314927
864	17.45450897
865	17.43800106
866	17.43128058
867	17.41954731
868	17.40745096
869	17.39477251
870	17.38775124
871	17.37554213
872	17.36395664
873	17.34693669
874	17.33987235
875	17.327951
876	17.31179231
877	17.3015849
878	17.285137
879	17.27138329
880	17.26252323
881	17.24985562
882	17.23802473
883	17.22767583
884	17.21899726
885	17.21288681
886	17.20616898
887	17.19047041
888	17.17151308
889	17.1579661
890	17.14579346
891	17.13792594
892	17.13018101
893	17.12083744
894	17.11472664
895	17.10025871
896	17.08537712
897	17.0759833
898	17.05146713
899	17.04204923
900	17.03314953
901	17.01441842
902	16.9989438
903	16.98961329
904	16.98185823
905	16.97336855
906	16.96121615
907	16.95452052
908	16.94325722
909	16.92881878
910	16.92018599
911	16.91174058
912	16.90109005
913	16.89034242
914	16.87829512
915	16.8705344
916	16.8639918
917	16.86014164
918	16.85626156
919	16.8420605
920	16.83501489
921	16.81494919
922	16.80121233
923	16.79060816
924	16.77206123
925	16.76620695
926	16.7569799
927	16.74839854
928	16.74061763
929	16.72961368
930	16.71238078
931	16.69675812
932	16.68505017
933	16.67744933
934	16.66895052
935	16.66188052
936	16.65233675
937	16.64614161
938	16.63247829
939	16.61817166
940	16.60865563
941	16.6031382
942	16.59463587
943	16.58409728
944	16.57781534
945	16.56874371
946	16.55937304
947	16.54583694
948	16.53291018
949	16.5237007
950	16.51490193
951	16.50884826
952	16.49358501
953	16.48514819
954	16.48035572
955	16.47298427
956	16.46219515
957	16.45060036
958	16.43787814
959	16.42397845
960	16.41686117
961	16.4076313
962	16.40173413
963	16.39423004
964	16.3800517
965	16.36793367
966	16.35282418
967	16.34457705
968	16.33843609
969	16.32625455
970	16.31716544
971	16.30393764
972	16.29445791
973	16.28164951
974	16.27256279
975	16.26330163
976	16.25431164
977	16.24652427
978	16.23821305
979	16.23298448
980	16.21982069
981	16.20580171
982	16.1920288
983	16.17714281
984	16.16247277
985	16.15516419
986	16.14961365
987	16.13753618
988	16.12482391
989	16.11770238
990	16.10532622
991	16.09951997
992	16.08087064
993	16.07198794
994	16.06796782
995	16.05575566
996	16.0466946
997	16.03579451
998	16.02850996
999	16.02147913
